Opened,Closed,Updated,Status,Responsible Agency,Category,Neighborhood,Source
08/17/2015 06:26:28 PM,08/18/2015 03:15:00 AM,08/18/2015 03:15:00 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
06-01-2016 21:23,06-02-2016 08:33,06-02-2016 08:33,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Voice In
06-01-2016 21:38,06-02-2016 02:30,06-02-2016 02:30,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Russian Hill,Open311
08/17/2015 07:32:44 PM,08/18/2015 03:02:35 AM,08/18/2015 03:02:35 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-01-2016 21:39,06-02-2016 01:30,06-02-2016 01:30,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Russian Hill,Open311
06-01-2016 22:04,06-02-2016 02:07,06-02-2016 02:07,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Web Self Service
06-01-2016 22:05,06-02-2016 02:27,06-02-2016 02:27,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-01-2016 22:07,06-02-2016 00:38,06-02-2016 00:38,Closed,311 Supervisor Queue,Street and Sidewalk Cleaning,Mission,Open311
06-01-2016 22:31,06-02-2016 01:44,06-02-2016 01:44,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-01-2016 22:49,06-02-2016 04:01,06-02-2016 04:01,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 05:49:41 PM,03/14/2016 10:21:49 PM,03/14/2016 10:21:49 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-01-2016 22:50,06-02-2016 09:12,06-02-2016 09:12,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Open311
03-01-2016 06:35,,03-01-2016 11:08,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,Nob Hill,Web Self Service
08-01-2015 14:28,08-01-2015 14:49,08-01-2015 14:49,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Chinatown,Integrated Agency
06-01-2016 23:08,06-02-2016 08:25,06-02-2016 08:25,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Integrated Agency
03-01-2016 06:49,,03-01-2016 08:11,Open,DPW Ops Queue,Litter Receptacles,Civic Center,Open311
03/14/2016 05:56:44 PM,03/14/2016 09:13:06 PM,03/14/2016 09:13:06 PM,Closed,DPW Ops Queue,Graffiti Public Property,South of Market,Open311
03/14/2016 05:56:58 PM,03/14/2016 09:28:16 PM,03/14/2016 09:28:16 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-01-2016 23:39,06-02-2016 09:39,06-02-2016 09:39,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Web Self Service
06-01-2016 23:40,06-02-2016 01:12,06-02-2016 01:12,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-01-2016 23:45,06-02-2016 02:25,06-02-2016 02:25,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Web Self Service
03/14/2016 05:59:57 PM,03/14/2016 06:34:04 PM,03/14/2016 06:34:04 PM,Closed,311 Supervisor Queue,Graffiti Public Property,Mission,Open311
03-01-2016 07:04,,03-01-2016 16:17,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,Nob Hill,Web Self Service
03/14/2016 06:00:18 PM,,03/14/2016 06:00:18 PM,Open,DPW Ops Queue,Tree Maintenance,Mission,Open311
08-01-2015 16:50,11-03-2015 10:12,11-03-2015 10:12,Closed,DPT Meter_Bike Queue,Damaged Property,North Beach,Voice In
03/14/2016 06:04:57 PM,03/14/2016 10:17:31 PM,03/14/2016 10:17:31 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 02:07,06-02-2016 11:15,06-02-2016 11:15,Closed,PUC - Sewer - G,General Requests,South of Market,Integrated Agency
03/14/2016 06:20:54 PM,03/14/2016 10:21:13 PM,03/14/2016 10:21:13 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 06:31:01 PM,03/14/2016 10:15:49 PM,03/14/2016 10:15:49 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 10:49,06-02-2016 18:15,06-02-2016 18:15,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 10:50,06-02-2016 17:40,06-02-2016 17:40,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
08-01-2015 17:28,11-04-2015 08:51,11-04-2015 08:51,Closed,DPT Meter_Bike Queue,Damaged Property,South of Market,Voice In
03/14/2016 06:38:32 PM,03/14/2016 08:06:04 PM,03/14/2016 08:06:04 PM,Closed,Recology_Overflowing,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 06:40:25 PM,03/14/2016 10:20:45 PM,03/14/2016 10:20:45 PM,Closed,DPW Ops Queue,Damaged Property,South of Market,Open311
03-01-2016 07:45,,03-07-2016 02:01,Open,DPW Ops Queue,Litter Receptacles,North Beach,Open311
08-01-2015 17:31,08/14/2015 10:59:45 AM,08/14/2015 10:59:45 AM,Closed,MUNI Work Queue,MUNI Feedback,Financial District,Voice In
06-02-2016 04:37,06-02-2016 10:46,06-02-2016 10:46,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Integrated Agency
06-02-2016 04:37,06-02-2016 10:47,06-02-2016 10:47,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Integrated Agency
06-02-2016 05:29,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 05:31,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
08-01-2015 17:38,08-02-2015 07:57,08-02-2015 07:57,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Integrated Agency
08/18/2015 02:52:48 AM,08/18/2015 10:23:43 AM,08/18/2015 10:23:43 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Integrated Agency
06-02-2016 05:36,06-02-2016 10:47,06-02-2016 10:47,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
03/14/2016 07:09:44 PM,03/14/2016 07:52:18 PM,03/14/2016 07:52:18 PM,Closed,Recology_Overflowing,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 07:21:37 PM,03/14/2016 10:13:59 PM,03/14/2016 10:13:59 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 06:06,06-02-2016 11:53,06-02-2016 11:53,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,North Beach,Open311
06-02-2016 06:06,06-02-2016 17:59,06-02-2016 17:59,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03/14/2016 07:23:23 PM,04/28/2016 08:29:14 AM,04/28/2016 08:29:14 AM,Closed,DPW Ops Queue,Tree Maintenance,South of Market,Open311
06-02-2016 06:20,06-02-2016 17:59,06-02-2016 17:59,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 06:21,06-02-2016 09:04,06-02-2016 09:04,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Voice In
03/14/2016 07:26:42 PM,03/14/2016 10:15:49 PM,03/14/2016 10:15:49 PM,Closed,DPW Ops Queue,Damaged Property,South of Market,Open311
03/14/2016 07:35:06 PM,03/17/2016 01:53:17 PM,03/17/2016 01:53:17 PM,Closed,PUC Sewer Ops,Sewer Issues,South of Market,Voice In
03-01-2016 08:25,,03-03-2016 08:56,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03/14/2016 07:37:42 PM,03/14/2016 10:17:54 PM,03/14/2016 10:17:54 PM,Closed,DPW BUF Queue,Tree Maintenance,South of Market,Open311
06-02-2016 06:29,06-02-2016 11:59,06-02-2016 11:59,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Civic Center,Open311
06-02-2016 06:33,06-02-2016 06:53,06-02-2016 06:53,Closed,Clear Channel - Transit Queue,Damaged Property,Mission,Voice In
03/14/2016 07:41:36 PM,03/14/2016 07:50:51 PM,03/14/2016 07:50:51 PM,Closed,Recology_Overflowing,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 06:39,06-02-2016 11:30,06-02-2016 11:30,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Integrated Agency
03/14/2016 07:46:56 PM,03/15/2016 11:08:03 AM,03/15/2016 11:08:03 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Voice In
03/14/2016 07:50:38 PM,05/28/2016 03:52:00 AM,05/28/2016 03:52:00 AM,Closed,DPW BSM Queue,Sidewalk or Curb,North Beach,Voice In
03/14/2016 07:51:07 PM,03/14/2016 07:55:33 PM,03/14/2016 07:55:33 PM,Closed,PUC - Water - G,Graffiti Public Property,South of Market,Open311
06-02-2016 06:45,06-02-2016 10:17,06-02-2016 10:17,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 06:46,06-02-2016 12:44,06-02-2016 12:44,Closed,Police - Homeless Concerns Queue,General Requests,South of Market,Open311
06-02-2016 06:47,06-02-2016 10:15,06-02-2016 10:15,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Voice In
03/14/2016 07:55:34 PM,,03/14/2016 10:17:00 PM,Open,DPW BUF Queue,Tree Maintenance,South of Market,Open311
06-02-2016 06:49,06-02-2016 10:42,06-02-2016 10:42,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Open311
06-02-2016 07:06,06-02-2016 10:58,06-02-2016 10:58,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Voice In
03/14/2016 08:04:58 PM,,03/14/2016 08:04:59 PM,Open,DPW BSM Queue,Sidewalk or Curb,South of Market,Open311
08/18/2015 06:32:47 AM,08/18/2015 12:52:37 PM,08/18/2015 12:52:37 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Civic Center,Voice In
03/14/2016 08:07:17 PM,03/14/2016 10:12:34 PM,03/14/2016 10:12:34 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 07:11,06-02-2016 17:34,06-02-2016 17:34,Closed,DPW - Bureau of Street Environmental Services - G,General Requests,Nob Hill,Voice In
06-02-2016 07:11,06-02-2016 18:01,06-02-2016 18:01,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 10:58,06-02-2016 17:04,06-02-2016 17:04,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 07:16,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 07:19,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03-01-2016 09:11,03-01-2016 11:29,03-01-2016 11:29,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Russian Hill,Voice In
06-02-2016 07:21,06-02-2016 07:54,06-02-2016 07:54,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 07:21,06-02-2016 07:40,06-02-2016 07:40,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 07:22,06-02-2016 07:41,06-02-2016 07:41,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 07:24,06-02-2016 18:00,06-02-2016 18:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 07:25,06-02-2016 07:41,06-02-2016 07:41,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 07:28,06-02-2016 08:54,06-02-2016 08:54,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,North Beach,Open311
06-02-2016 07:35,06-02-2016 17:51,06-02-2016 17:51,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 07:36,06-02-2016 09:29,06-02-2016 09:29,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 07:39,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
03/14/2016 01:09:10 PM,03/14/2016 02:10:22 PM,03/14/2016 02:10:22 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
03/14/2016 01:11:17 PM,03/14/2016 02:15:25 PM,03/14/2016 02:15:25 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 07:46,06-02-2016 10:47,06-02-2016 10:47,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
08-01-2015 19:55,08-02-2015 10:52,08-02-2015 10:52,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Chinatown,Voice In
03/14/2016 01:25:11 PM,03/14/2016 01:56:50 PM,03/14/2016 01:56:50 PM,Closed,311 Supervisor Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 07:49,,06-02-2016 09:30,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
06-02-2016 07:53,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 07:53,,06-02-2016 08:54,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
06-02-2016 07:54,,06-02-2016 07:54,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 07:56,06-02-2016 11:20,06-02-2016 11:20,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Civic Center,Voice In
06-02-2016 07:57,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 07:59,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 01:31:25 PM,03/14/2016 02:41:21 PM,03/14/2016 02:41:21 PM,Closed,311 Supervisor Queue,Graffiti Public Property,South of Market,Open311
06-02-2016 11:00,06-02-2016 18:33,06-02-2016 18:33,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,North Beach,Voice In
03/14/2016 01:34:36 PM,03/21/2016 02:04:58 PM,03/21/2016 02:04:58 PM,Closed,DPT Meter_Bike Queue,Damaged Property,North Beach,Web Self Service
03/14/2016 01:35:51 PM,03/14/2016 02:29:25 PM,03/14/2016 02:29:25 PM,Closed,DPW Ops Queue,Graffiti Public Property,Nob Hill,Web Self Service
06-02-2016 08:07,06-02-2016 17:53,06-02-2016 17:53,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Open311
03/14/2016 01:45:10 PM,03/14/2016 09:26:35 PM,03/14/2016 09:26:35 PM,Closed,Police - Homeless Concerns Queue,General Requests,South of Market,Open311
03/14/2016 01:48:08 PM,,03/14/2016 01:48:08 PM,Open,DPW Ops Queue,Tree Maintenance,Mission,Open311
03/14/2016 01:51:29 PM,03/14/2016 07:17:37 PM,03/14/2016 07:17:37 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 08:13,06-02-2016 17:53,06-02-2016 17:53,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Web Self Service
06-02-2016 08:13,06-02-2016 08:46,06-02-2016 08:46,Closed,Police - Homeless Concerns Queue,General Requests,South of Market,Open311
06-02-2016 08:13,06-02-2016 18:27,06-02-2016 18:27,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,North Beach,Voice In
03-01-2016 10:12,03-01-2016 11:08,03-01-2016 11:08,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Voice In
03-01-2016 10:14,03-01-2016 11:11,03-01-2016 11:11,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Voice In
03/14/2016 01:57:18 PM,03/18/2016 10:53:13 AM,03/18/2016 10:53:13 AM,Closed,MUNI Work Queue,MUNI Feedback,Chinatown,Voice In
03/14/2016 01:57:50 PM,03/14/2016 03:36:43 PM,03/14/2016 03:36:43 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Integrated Agency
06-02-2016 08:15,06-02-2016 09:13,06-02-2016 09:13,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 02:03:57 PM,03/14/2016 04:29:17 PM,03/14/2016 04:29:17 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 02:09:18 PM,03/14/2016 03:28:43 PM,03/14/2016 03:28:43 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 08:19,06-02-2016 09:42,06-02-2016 09:42,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 08:19,06-02-2016 17:53,06-02-2016 17:53,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 08:20,06-02-2016 11:33,06-02-2016 11:33,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Russian Hill,Voice In
03/14/2016 02:12:11 PM,03/14/2016 02:48:22 PM,03/14/2016 02:48:22 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Chinatown,Open311
03-01-2016 10:32,,03-01-2016 12:51,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 08:21,06-02-2016 10:49,06-02-2016 10:49,Closed,Police - Homeless Concerns Queue,General Requests,South of Market,Open311
06-02-2016 08:24,06-02-2016 17:14,06-02-2016 17:14,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Nob Hill,Voice In
03/14/2016 02:22:21 PM,03/14/2016 02:48:20 PM,03/14/2016 02:48:20 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Russian Hill,Voice In
03/14/2016 02:22:50 PM,03/14/2016 03:39:52 PM,03/14/2016 03:39:52 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 08:29,06-02-2016 11:33,06-02-2016 11:33,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,North Beach,Open311
03/14/2016 02:26:04 PM,,03/14/2016 02:29:44 PM,Open,DPW BSSR Queue,Street Defects,Russian Hill,Voice In
06-02-2016 08:31,06-02-2016 17:47,06-02-2016 17:47,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,North Beach,Open311
03-01-2016 10:49,,03-01-2016 10:53,Open,PUC Sewer Ops,Sewer Issues,South of Market,Voice In
03-01-2016 10:50,,03-03-2016 02:08,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 08:31,06-02-2016 17:50,06-02-2016 17:50,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Web Self Service
06-02-2016 08:33,06-02-2016 17:51,06-02-2016 17:51,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Voice In
03/14/2016 02:37:50 PM,04/17/2016 03:00:05 AM,04/17/2016 03:00:05 AM,Closed,DPW Ops Queue,Graffiti Private Property,Mission,Voice In
03/14/2016 02:39:20 PM,,03/14/2016 03:53:25 PM,Open,DPW BSM Queue,Graffiti Public Property,Chinatown,Open311
03/14/2016 02:39:22 PM,,03/14/2016 02:39:22 PM,Open,DPW BSSR Queue,Street Defects,North Beach,Integrated Agency
03/14/2016 02:40:17 PM,03/14/2016 04:39:50 PM,03/14/2016 04:39:50 PM,Closed,DPW Ops Queue,Graffiti Public Property,South of Market,Open311
07/17/2015 10:47:48 PM,07/18/2015 12:26:31 AM,07/18/2015 12:26:31 AM,Closed,RPD NSA Queue,Rec and Park Requests,Russian Hill,Voice In
06-02-2016 08:40,06-02-2016 17:45,06-02-2016 17:45,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 08:42,06-02-2016 10:43,06-02-2016 10:43,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Voice In
06-02-2016 08:45,06-02-2016 09:52,06-02-2016 09:52,Closed,Recology_Litter,Litter Receptacles,Mission,Voice In
03/14/2016 02:49:18 PM,03/15/2016 09:14:17 PM,03/15/2016 09:14:17 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
03/14/2016 02:52:04 PM,03/14/2016 05:13:08 PM,03/14/2016 05:13:08 PM,Closed,DPW BUF Queue,Tree Maintenance,Mission,Voice In
06-02-2016 08:47,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 02:53:40 PM,,03/14/2016 04:20:27 PM,Open,DPW - Bureau of Street Environmental Services - G,Graffiti Private Property,Chinatown,Open311
03-01-2016 11:33,,03-01-2016 11:33,Open,DPW BSM Queue,Sidewalk or Curb,South of Market,Open311
06-02-2016 09:04,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
07/18/2015 05:20:22 AM,07/18/2015 10:20:11 AM,07/18/2015 10:20:11 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
03/14/2016 02:58:11 PM,03/14/2016 05:12:40 PM,03/14/2016 05:12:40 PM,Closed,DPW Ops Queue,Graffiti Public Property,Mission,Voice In
06-02-2016 09:05,06-02-2016 12:32,06-02-2016 12:32,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Voice In
06-02-2016 09:07,06-02-2016 10:43,06-02-2016 10:43,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Voice In
06-02-2016 09:09,06-02-2016 12:26,06-02-2016 12:26,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Voice In
06-02-2016 09:09,06-02-2016 17:09,06-02-2016 17:09,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Nob Hill,Voice In
03/14/2016 03:06:31 PM,03/14/2016 09:11:11 PM,03/14/2016 09:11:11 PM,Closed,Police - Homeless Concerns Queue,General Requests,South of Market,Open311
03/14/2016 03:10:27 PM,03/14/2016 04:29:39 PM,03/14/2016 04:29:39 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Integrated Agency
03/14/2016 03:13:14 PM,03/14/2016 05:14:23 PM,03/14/2016 05:14:23 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Web Self Service
03-01-2016 12:01,03-01-2016 12:51,03-01-2016 12:51,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Chinatown,Open311
03/14/2016 03:15:02 PM,03/14/2016 04:29:06 PM,03/14/2016 04:29:06 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
03-01-2016 12:02,,03-03-2016 07:22,Open,DPW Ops Queue,Graffiti Private Property,South of Market,Open311
03/14/2016 03:17:47 PM,03/14/2016 03:32:51 PM,03/14/2016 03:32:51 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
03/14/2016 03:18:26 PM,03/14/2016 05:12:49 PM,03/14/2016 05:12:49 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Web Self Service
06-02-2016 09:18,06-02-2016 11:25,06-02-2016 11:25,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 03:21:37 PM,03/14/2016 08:14:44 PM,03/14/2016 08:14:44 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03/14/2016 03:21:39 PM,03/14/2016 03:29:49 PM,03/14/2016 03:29:49 PM,Closed,SFMTA - Parking Enforcement - G,General Requests,Mission,Other Department
03/14/2016 03:23:38 PM,03/14/2016 03:27:06 PM,03/14/2016 03:27:06 PM,Closed,PUC - Water - G,Graffiti Public Property,Chinatown,Open311
03/14/2016 03:25:13 PM,03/14/2016 05:13:59 PM,03/14/2016 05:13:59 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 08:48:23 PM,03/14/2016 08:55:21 PM,03/14/2016 08:55:21 PM,Closed,PUC - Water - G,Graffiti Public Property,Civic Center,Open311
06-02-2016 09:24,06-02-2016 17:11,06-02-2016 17:11,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03/14/2016 03:27:32 PM,03/14/2016 04:29:22 PM,03/14/2016 04:29:22 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 09:25,,06-02-2016 09:25,Open,PUC Streetlights Queue,Streetlights,South of Market,Open311
06-02-2016 09:26,06-02-2016 13:41,06-02-2016 13:41,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Integrated Agency
03/14/2016 03:29:45 PM,03/14/2016 04:29:29 PM,03/14/2016 04:29:29 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 09:27,06-02-2016 11:25,06-02-2016 11:25,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 09:31,06-02-2016 18:17,06-02-2016 18:17,Closed,DPW Ops Queue,Graffiti Public Property,Mission,Open311
06-02-2016 09:32,06-02-2016 09:37,06-02-2016 09:37,Closed,PUC - Water - G,Graffiti Public Property,Mission,Open311
06-02-2016 09:32,06-02-2016 13:00,06-02-2016 13:00,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,North Beach,Open311
03/14/2016 03:36:40 PM,03/14/2016 03:47:32 PM,03/14/2016 03:47:32 PM,Closed,SFMTA - Parking Enforcement - G,General Requests,Civic Center,Other Department
06-02-2016 09:34,06-02-2016 12:26,06-02-2016 12:26,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Chinatown,Open311
03/14/2016 03:41:13 PM,,03/14/2016 03:41:13 PM,Open,DPW Ops Queue,Tree Maintenance,Mission,Open311
06-02-2016 09:34,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
06-02-2016 11:02,06-02-2016 15:37,06-02-2016 15:37,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
07/18/2015 05:26:49 AM,07/18/2015 03:30:40 PM,07/18/2015 03:30:40 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Web Self Service
03-01-2016 12:30,03-01-2016 19:15,03-01-2016 19:15,Closed,Police - Homeless Concerns Queue,General Requests,South of Market,Open311
03/14/2016 03:45:25 PM,03/14/2016 06:11:26 PM,03/14/2016 06:11:26 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 09:35,06-02-2016 21:37,06-02-2016 21:37,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Web Self Service
03-01-2016 12:35,03-01-2016 15:42,03-01-2016 15:42,Closed,DPH - Environmental Health - G,Residential Building Request,South of Market,Voice In
06-02-2016 09:35,,06-02-2016 12:00,Open,DPW BSM Queue,Graffiti Public Property,Mission,Open311
06-02-2016 09:37,06-02-2016 17:42,06-02-2016 17:42,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 09:38,06-02-2016 15:46,06-02-2016 15:46,Closed,DPW Ops Queue,Graffiti Public Property,Chinatown,Open311
