,custcode,custname1,custareacode,fincustgrp,custaddress,currency
2057,CU1C00730,CEETEE NACHI TEXTILES PVT LTD,41,1,"CEETEE NACHI TEXTILES PVT LTD  32,LUZ AVENUE MYLAAPORE CHENNAI-4 ",IND
2058,CU1C00732,C N SERVICE STATION,52,1,"C N SERVICE STATION  8/223/1,NEAR VANIKA VALAKAM NEW BY PASS ROAD KARUR ",IND
2059,CU1E00063,ELGI TYRE AND TREAD LIMITED,51,1,"ELGI TYRE AND TREAD LIMITED  TRICHY ROAD, TRAINING CENTRE NEAR ELGI INDUSTRIAL COMPLEX COIMBATORE ",IND
2060,CU1D00359,DISHA FOODS PVT LIMITED,42,1,"DISHA FOODS PVT LIMITED  PLOT NO:82, I D A KATTEDAN HYDERABAD ",IND
2061,CU1D00361,DELUX SERVICE STATION,21,1,"DELUX SERVICE STATION  P256/257, CIT ROAD  CALCUTTA ",IND
2062,CU1D00362,DAWOOD MOTORS,52,1,"DAWOOD MOTORS  5915/4, THIRUMAYAM ROAD,  PUDUKKOTTAI ",IND
2063,CU1D00363,DEVCON MECHINES PVT LTD,41,1,"DEVCON MECHINES PVT LTD  PLOT 63B-NORTHERN PHASE INDUSTRIAL ESTATE AMBATTUR ,PB NO 10 CHENNAI",IND
2064,CU1D00681,DAXTEX PVT LTD,611,3,"DAXTEX PVT LTD  223,NAWALA ROAD NARAHENDITA COLOMBO SRILANKA",IND
2065,CU1D00683,DINAMALAR,52,1,"DINAMALAR  K-2,INDUSTRIAL AREA KONAM NAGERCOIL ",IND
2066,CU1D00684,DHAMANI AUTOMOBILES,45,1,DHAMANI AUTOMOBILES  C/O MANISH PRADHAN MADURAM SILVASSA ,IND
2067,CU1D00058,DIESEL POWER ENGINEERING SERVICES,54,1,DIESEL POWER ENGINEERING SERVICES  3/109 NEW FAIRLANDS EXTENTION SALEM ,IND
2068,CU1D00059,DILBAGH SINGH,11,1,DILBAGH SINGH    NEW DELHI ,IND
2069,CU1D00061,DILIP KUMAR,43,1,"DILIP BUILDCON LIMITED   KATHGHORA–SHIVNAGAR RD PROJECT AMBIKAPUR RD,KATGHORA PO & TEH DT KORBA (C.G.)MAIN CAMP CHOTIYA",IND
2070,CU1D00062,DIMPEX GRANITES PRIVATE LIMITED,11,1,DIMPEX GRANITES PRIVATE LIMITED  42 BANK COLONY MADHWAN ALWAR ,IND
2071,CU1D00063,DIMPLE ENTERPRISES,33,1,DIMPLE ENTERPRISES    AHMEDABAD ,IND
2072,CU1D00220,DEVARAJAN K,33,1,"DEVARAJAN K  C/O 155, SUBASH NAGAR, OPP.ORINENTAL PALACE RESORT, UDAIPUR ",IND
2073,CU1D00221,DP AUTO WORKS,33,1,DP AUTO WORKS  V.B. BHAWAN LAL DARWAJA SURAT ,IND
2074,CU1E00121,EVERGREEN MOTORS,12,1,"EVERGREEN MOTORS  B-45(A),ROAD NO 2 INDRAPRASTHA INDUSTRIAL AREA KOTA ",IND
2075,CU1D00240,DWARKADHISH BOREWELL,33,1,DWARKADHISH BOREWELL    AHMEDABAD ,IND
2076,CU1D00375,DEVAM RIG SERVICE,51,1,"DEVAM RIG SERVICE MURUGESAN NO 23,CHINNA SUBBARAYA PILLAI STREET PONDICHERY ",IND
2077,CU1D00376,DHATHU NIRMAN PVT LTD,43,1,"DHATHU NIRMAN PVT LTD  B-16,INDUSTRIAL ESTATE  VEERASANDRA,HOSUR ROAD BANGALORE",IND
2078,CU1D00377,DADIJI STEELS LTD,21,1,DADIJI STEELS LTD  SABALPUR  PATNA BIHAR,IND
2079,CU1D00378,DEVARAJ ROCK DRILLS,51,1,"DEVARAJ ROCK DRILLS  NO 277-A-,CUDDALORE ROAD MUDALIAR PET PONDICHERY ",IND
2080,CU1D00379,DRILLS INDIAN TUBEWELLS,54,1,"DRILLS INDIAN TUBEWELLS  NO 97,BHARATHI STREET  PONDICHERY ",IND
2081,CU1D00381,DEV DATT MARBLE,12,1,DEV DATT MARBLE  VILL: AGARIA (AMET)  RAJSAMAND ,IND
2082,CU1C00706,CHEMTECHPROCESSING,51,1,CHEMTECHPROCESSING DHARAPURAM ROAD NEAR USHATHEATRE  TIRUPPUR ,IND
2083,CU1C00708,C S DRILLING CONSTRUCTIONS,45,1,"C S DRILLING CONSTRUCTIONS  NO 5,ANANTHAPURAM PAKKAMUDAYANPET LAWSPET PONDYCHERRY",IND
2084,CU1D00343,DEVARAJAN  R,54,1,"DEVARAJAN  R SRI SAKTHI VINAYAGA BOREWELLS SIVA SAKTHI MALIGAI THALAIVASAL POST, ATTUR TK SALEM ",IND
2085,CU1E00163,EMA INDIA LIMITED,11,1,EMA INDIA LIMITED  C-37 PANKI INDUSTRIAL AREA P O UDYOG NAGAR KANPUR ,IND
2086,CU1E00165,ESSKAY MACHINE TOOLS PVT LTD,42,1,"ESSKAY MACHINE TOOLS PVT LTD  PLOT NO.38 B I D A, BALANAGAR HYDERABAD ",IND
2087,CU1E00166,ESJAY INTERNATIONAL PRIVATE LIMITED,33,1,"ESJAY INTERNATIONAL PRIVATE LIMITED  PLOT NO.1244 G I D C, SARIGAM VALSAD ",IND
2088,CU1E00167,EMIRATES PAPER MILLS LIMITED,672,3,"EMIRATES PAPER MILLS LIMITED  PLOT  WWAR 61, ROAD 1141 JABEL ALI FREE ZONE UNITED ABAB EMIRATES ",DHI
2089,CU1E00168,EXCEL CNC PRIVATE LIMITED,51,1,EXCEL CNC PRIVATE LIMITED  3/1 N G G O COLONY  COIMBATORE ,IND
2090,CU1E00170,ELGI ELECTRIC AND INDUSTRIES LTD,51,1,ELGI ELECTRIC AND INDUSTRIES LTD JACOBI (UNIT-II) MULLIPADI VILLAGE TAMARAIKULAM POST POLLACHI ,IND
2091,CU1E00171,EASTERN TRADERS,11,1,EASTERN TRADERS  G T ROAD BHANGA KUTHI BURDWAN (W B) ,IND
2092,CU1C00494,CONCORDE MOTORS INDIA  LIMITED,41,1,"CONCORDE MOTORS INDIA  LIMITED   170/2,ALM COMPLEX EAST COAST ROAD,INJAMBAKKAM CHENNAI 600 115",IND
2093,CU1E00054,ELECTROMECH ENTERPRISES,34,1,"ELECTROMECH ENTERPRISES  167/2 NALWADE BUILDING MAHADEVNAGAR, MANJRI ROAD PUNE ",IND
2094,CU1E00057,ELGIBI ENGINEERING WORKS LIMITED,51,1,ELGIBI ENGINEERING WORKS LIMITED  MOTOR HOUSE TRICHY ROAD COIMBATORE ,IND
2095,CU1E00058,ELGI ELECTRIC AND INDUSTRIES LIMITE,51,1,ELGI ELECTRIC AND INDUSTRIES LIMITE D POST BOX NO 1813 ELGI INDUSTRIAL ESTATE COIMBATORE ,IND
2096,CU1E00059,ELGI POLYTEX LIMITED,51,1,ELGI POLYTEX LIMITED  ARASUR  COIMBATORE ,IND
2097,CU1E00061,ELGI RUBBER PRODUCTS LIMITED,51,1,ELGI RUBBER PRODUCTS LIMITED  INDUSTRIAL DEVELOPMENT AREA KANJIKODE WEST PALAKKAD ,IND
2098,CU1E00062,ELGI STEEL ROLLING MILLS LIMITED,52,1,ELGI STEEL ROLLING MILLS LIMITED  PASUPATHIPALAYAM  KARUR ,IND
2099,CU1C00369,CABLE CORPORATION OF INDIA LTD,31,1,CABLE CORPORATION OF INDIA LTD    MUMBAI ,IND
2100,CU1E00083,EMPIRE PLASTICS LIMITED,31,1,EMPIRE PLASTICS LIMITED  SURVEY NO 194 MASAT VILLAGE SILVASSA U T DADARA & NAGAR HAVELI,IND
2101,CU1E00085,ENARAI TECHPRINTS PVT LTD,31,1,ENARAI TECHPRINTS PVT LTD  70 (1) SARDESAI BUILDING SHANTINAGAR PONDA - GOA ,IND
2102,CU1H00026,HARI ENGINEERING WORKS,51,1,HARI ENGINEERING WORKS  3/119-A MYLERIPALAYAM COVAI POLLACHI ROAD COIMBATORE ,IND
2103,CU1E00397,EMPEE BREWERIES LTD,53,1,EMPEE BREWERIES LTD  NEW INDUSTRIAL DEVELOAMENT ARA MENOPARA ROAD KANJIKODE PALAKKAD ,IND
2104,CU1F00059,FORCE KINT WEAR (P) LIMITED,11,1,"FORCE KINT WEAR (P) LIMITED  A 31, SECTOR 7  NOIDA ",IND
2105,CU1F00060,FAIRDEAL MARWAR GARAGES LIMITED,21,1,FAIRDEAL MARWAR GARAGES LIMITED  A B  ROAD  INDORE ,IND
2106,CU1F00062,FIEM AUTO PRIVATE LIMITED,43,1,FIEM AUTO PRIVATE LIMITED    BANGALORE ,IND
2107,CU1F00063,FLUID DYNAMICS PRIVATE LIMITED,43,1,FLUID DYNAMICS PRIVATE LIMITED    BELGAUM ,IND
2108,CU1F00064,FOURTH ESTATE LIMITED,43,1,FOURTH ESTATE LIMITED    BANGALORE ,IND
2109,CU1F00065,FENNER INDIA LIMITED,54,1,FENNER INDIA LIMITED    TRICHIRAPALLI ,IND
2110,CU1E00404,EFFICIENT AGENCIES,41,1,"EFFICIENT AGENCIES  RAHEJA COMPLEX NEW NO 68,MOUNT ROAD CHENNAI ",IND
2111,CU1E00405,EMMPPE ASSOCIATES,51,1,EMMPPE ASSOCIATES  2/368-A IRUGUR ROAD CHINNIAMPALAYAM COIMBATORE ,IND
2112,CU1E00406,ESSAR INC,41,1,"ESSAR INC  NO 386-A,I ST CROSS STREET NEHRU NAGAR KOTTIVAKKAM CHENNAI",IND
2113,CU1E00408,ELSHADDAI INDUSTRIES,51,1,"ELSHADDAI INDUSTRIES  97,NANDHA NAGAR SINGANALLUR COIMBATORE ",IND
2114,CU1F00069,FERRO SCRAP NIGAM LIMITED,21,1,FERRO SCRAP NIGAM LIMITED  POST BOX NO.37  BHILAI ,IND
2115,CU1F00070,FORGE (INDIA) PRIVATE LIMITED,11,1,FORGE (INDIA) PRIVATE LIMITED  PLOT NO 60 SECTOR - 5 PARWANOO (H P) ,IND
2116,CU1F00071,FANTASY IMPEX PRIVATE LIMITED,11,3,FANTASY IMPEX PRIVATE LIMITED  A-29 VISHAL ENCLAVE NEAR RAJOURI GARDEN NEW DELHI ,IND
2117,CU1F00072,FORMICA INDIA DIVISION,31,1,FORMICA INDIA DIVISION    BOMBAY ,IND
2118,CU1F00056,FIEM AUTO PRIVATE LIMITED,43,1,"FIEM AUTO PRIVATE LIMITED UNIT II 391 NANDAKIRAN INDL. ESTATE CHANDRAPURA, HOSUR ROAD BANGALORE ",IND
2119,CU1F00190,FARIDABAD FABRICATORS PVT LTD,11,1,FARIDABAD FABRICATORS PVT LTD  PLOT NO 311-312 SECTOR-24 FARIDABAD(HARIYANA) ,IND
2120,CU1E00411,EXCEL ENGINEERS,52,1,EXCEL ENGINEERS  25/8-DEVALOGA STREET MILITARY LANE TIRUNELVELI ,IND
2121,CU1E00412,ESWARAN AND BROTHERS,51,1,ESWARAN AND BROTHERS SREE VELAVAN MODERN RICE MILL POTHIPALAYAM POST  KANGAYAM ,IND
2122,CU1E00413,ESARGE RICE MILL,51,1,"ESARGE RICE MILL  749,MALA PATTI ROAD THOTTANOOTH ROAD DINDIGUL ",IND
2123,CU1E00415,EASTERN ENGINEERING COMPANY,21,1,"EASTERN ENGINEERING COMPANY ATINDRA CENTENARY BUILDING 14B,R N MUKHERJEE ROAD 3rd FLOOR KOLKATTA ",IND
2124,CU1E00417,EASTERN INDUSRTRIAL SYNDICATE,31,1,"EASTERN INDUSRTRIAL SYNDICATE  SEKSARIA CHAMBERS 135-37 NAGINDAS MASTER ROAD MEDOWS STREET,FORT MUMBAI",IND
2125,CU1E00418,ESKAY INDUSTRIES,43,1,"ESKAY INDUSTRIES  PLOT NO 444&445,12TH CROSS RD 4TH PHASE PEENYA INDL AREA BANGALORE",IND
2126,CU1E00419,ELTECH POWERS,53,1,ELTECH POWERS  SHED NO 2 MIE EUNNUMMEL VATTOLT ,IND
2127,CU1E00286,ELECTRONICS REGINAL TEST,31,1,ELECTRONICS REGINAL TEST LABORATORY (W)  ANDHERI (EAST) MUMBAI ,IND
2128,CU1E00287,EVERGREEN POLYMERS,53,1,EVERGREEN POLYMERS  INDUSTRIAL DEVELOPMENT PLOT KUNNAMTHANAM PO PATHANAMTHITTA DIST KERALA,IND
2129,CU1E00420,EVEREDY RIG SERVICE,45,1,"EVEREDY RIG SERVICE  NO 12,NIL POST OFFICE S T THONDAMANATHAN PONDICHERRY ",IND
2130,CU1E00422,ELECTROSTEEL CASTINGS LTD,21,1,ELECTROSTEEL CASTINGS LTD  B T ROAD PO SUKCHAR DT NORTH 24 PARGANAS ,IND
2131,CU1E00423,ESSILOR SRF OPTICS PVT LTD,43,1,"ESSILOR SRF OPTICS PVT LTD  44/1,FAIRFIELD LAYOUT OFF:RACECOURSE ROAD BANGALORE ",IND
2132,CU1E00424,ELGI EQUIPMENTS LIMITED,51,4,"ELGI EQUIPMENTS LIMITED 100% EOU DIVISION INDUSTRIAL COMPLEX TRICHY ROAD,SINGANALLUR COIMBATORE ",IND
2133,CU1E00425,ESSAR TOOLS,43,1,ESSAR TOOLS  PLOT NO 16-C SIPCOT PHASE-II ELECTRONIC CITY HOUSUR,IND
2134,CU1E00426,ELGI ELECTRIC AND INDUSTRIES LTD,31,1,"ELGI ELECTRIC AND INDUSTRIES LTD  PLOT NO 86& 104 PANCHAL INDL AREA,VILLAGE BHIMPORE DAMAN",IND
2135,CU1E00271,ELVEE HI TECH SERVICE STATION,43,1,ELVEE HI TECH SERVICE STATION    BANGALORE ,IND
2136,CU1E00273,ESTEE AUTO PRESSINGS PRIVATE,43,1,"ESTEE AUTO PRESSINGS PRIVATE LIMITED 54,SIPCOT INDUSTRIAL COMPLEX  HOSUR ",IND
2137,CU1E00275,ELANGO A D,54,1,"ELANGO A D  SIVAA BUILDING,531C,MAIN ROAD  KUNNATHUR ERODE DIST",IND
2138,CU1E00276,ESWARAMOORHTI,54,1,ESWARAMOORHTI    MOKAKURICHY ,IND
2139,CU1E00433,ELIN APPLIANCE PVT LTD,11,1,ELIN APPLIANCE PVT LTD  VILLAGE BEILKHOL THE NALAGARH DIST SOLAN ,IND
2140,CU1F00073,FLEXI CIRCUITS INDIA LIMITED,33,1,FLEXI CIRCUITS INDIA LIMITED    THANE ,IND
2141,CU1E00289,ESTATE DEVELOPMENT CORPORATION,31,1,ESTATE DEVELOPMENT CORPORATION    MUMBAI ,IND
2142,CU1E00290,EASTERN COMPONENTS PVT LTD,31,1,EASTERN COMPONENTS PVT LTD    MUMBAI ,IND
2143,CU1E00291,EKORAM ENGINEERING ENTERPRISES,43,1,EKORAM ENGINEERING ENTERPRISES    BANGALORE ,IND
2144,CU1E00292,EAGLE AIRCONS PVT LIMITED,33,1,EAGLE AIRCONS PVT LIMITED   NAVRANGPURA AHMEDABAD ,IND
2145,CU1E00086,ENAR INDUSTRIAL ENTERPRISES LTD,21,1,ENAR INDUSTRIAL ENTERPRISES LTD   WESTERN AVENUE NAYA MORE BOKARO STEEL CITY-827001,IND
2146,CU1E00087,ENDURANCE SYSTEMS INDIA PVT LTD,32,1,"ENDURANCE SYSTEMS INDIA PVT LTD  E 92, MIDC INDUSTRIAL AREA POST BOX NO:982,WALUJ AURANGABAD ",IND
2147,CU1E00089,ENNAR SPINNING MILLS PRIVATE LIMITE,51,1,ENNAR SPINNING MILLS PRIVATE LIMITE D SF NO.307 KADATHUR KUNNATHURPUDUR PO.SS KULAM VIA COIMBATORE ,IND
2148,CU1E00090,ENTYCEE TUBES AND STEELS,51,1,ENTYCEE TUBES AND STEELS  SG PUDUR ARASUR COIMBATORE ,IND
2149,CU1E00091,ESCORTS EMPLOYEES ANCILLARIES LIMIT,11,1,ESCORTS EMPLOYEES ANCILLARIES LIMIT ED 20/4 MATHURA ROAD  FARIDABAD ,IND
2150,CU1D00336,DECCAN PUMPS PVT LIMITED,51,1,"DECCAN PUMPS PVT LIMITED  S F NO:III/IC2 FCI ROAD,GANAPATHY COIMBATORE ",IND
2151,CU1E00113,EXPO ENTERPRISES,11,1,"EXPO ENTERPRISES  380-81,GALI MATAWALI TELIWARA NEW DELHI ",IND
2152,CU1E00114,EXPORT KINTTINGS,51,1,"EXPORT KINTTINGS  241,L.R.G.COMPOUND, KONGU MAIN ROAD, TIRUPPUR ",IND
2153,CU1E00115,EXPRESS KINTTINGS,51,1,EXPRESS KINTTINGS    TIRUPPUR ,IND
2154,CU1E00116,EX SERVICEMEN KANHAI RUBBER PRIVATE,34,1,EX SERVICEMEN KANHAI RUBBER PRIVATE LIMITED 90 D O C M SOUTH EASTERN COALFIELDS LTD SHAHDOL ,IND
2155,CU1E00118,ELGI GROUP WINDFARM,52,1,ELGI GROUP WINDFARM  KAVALKINARU-KANYAKUMARI ROAD KUMARAPURAM PO.ARALVAI MOZHI V NAGERKOVIL ,IND
2156,CU1F00097,FRONTIER MOTORS,34,1,FRONTIER MOTORS  FRONTIER CENTRE 1492 WRIGHT TOWN JABALPUR ,IND
2157,CU1G00340,GUJARAT NARMADA VALLEY FERTILIZERS,33,1,GUJARAT NARMADA VALLEY FERTILIZERS COMPANY LIMITED   AHMEDABAD GUJARAT,IND
2158,CU1G00341,GUPTA SYNTHETICS LIMITED,33,1,GUPTA SYNTHETICS LIMITED  FACTORY:PLOT NO 28 NAVNIT SHAH INDL ESTATE VILLAGE:DADRA SILVASSA(D&NH),IND
2159,CU1G00342,GUPTA SILK MILLS,33,1,GUPTA SILK MILLS    AHMEDABAD ,IND
2160,CU1G00343,GLOBAL GRANIMARMO LIMITED,33,1,GLOBAL GRANIMARMO LIMITED    AHMEDABAD ,IND
2161,CU1G00344,GUJARAT SYNTHETIC OXIDE PVT.LIMITED,33,1,GUJARAT SYNTHETIC OXIDE PVT.LIMITED    AHMEDABAD ,IND
2162,CU1G00345,GUJARAT PLASTICS METAL CONTAINERS,33,1,GUJARAT PLASTICS METAL CONTAINERS PRIVATE LIMITED   AHMEDABAD ,IND
2163,CU1G00479,GUJARAT ELECTRICITY BOARD,33,2,GUJARAT ELECTRICITY BOARD  THERMAL POWER STATION UKAI DAM SURAT ,IND
2164,CU1G00480,GMMCO LIMITED,43,1,GMMCO LIMITED  NO:5 CUDDALORE ROAD KIRUMAMPAKKAM PONDICHERRY ,IND
2165,CU1F00104,FERRO FOUNDRIES PVT LIMITED,43,1,FERRO FOUNDRIES PVT LIMITED  YELWAL ROAD BELVADI POST MYSORE ,IND
2166,CU1G00327,GOMTI PROCESSORS LIMITED,33,1,"GOMTI PROCESSORS LIMITED  A-1 /241 - 242 - 243 GIDC, SACHIN SURAT ",IND
2167,CU1G00328,GURPREET GALVANISING PVT LTD,42,1,"GURPREET GALVANISING PVT LTD  5-5-11/A, RANIGUNJ  SECUNDERABAD ",IND
2168,CU1G00330,GLAMOUR DYEING & PTG. MILLS PVT LTD,33,1,GLAMOUR DYEING & PTG. MILLS PVT LTD  UDHNA-MAGDALLA ROAD UDHNA SURAT ,IND
2169,CU1G00331,GAUTAM SILK MILLS P.LTD,33,1,"GAUTAM SILK MILLS P.LTD  1014, ROHIT A/C  MARKET RING ROAD SURAT ",IND
2170,CU1G00332,GULMOHAR PAPER LIMITED,21,1,GULMOHAR PAPER LIMITED  ALAMBAZAR DAKSHINESWAR CALCUTTA ,IND
2171,CU1G00333,GFA SITE OFFICE,21,1,GFA SITE OFFICE  SECTOR V A QUARTER 2012 BOKARO STEEL CITY BIHAR,IND
2172,CU1E00451,ELECTRO POWER CONTROLS,51,1,ELECTRO POWER CONTROLS  22-A RR SWAMY ROAD ANUPPARPALAYAM COIMBATORE ,IND
2173,CU1G00784,GUAGES INDUSTRIES PVT LTD,43,1,GUAGES INDUSTRIES PVT LTD PURENA AGRAHARA SMLS COMPPOUND MADIVALA POST BANGALORE ,IND
2174,CU1G00785,GOLDEN VALLEEY COATERS PVT LTD,51,1,"GOLDEN VALLEEY COATERS PVT LTD  8/94,SAMANAICKENPALAYAM VELLAMADAI VILLAGE,NO4 CEEAPANDI POST COIMBATOTRE",IND
2175,CU1G00786,GENARAL MACHINERY WORLD,43,1,"GENARAL MACHINERY WORLD  NO119,8 CROSS SOMESHWARA NAGAR JAYANAGAR 1 ST BLOCK BANGALORE ",IND
2176,CU1G00348,GUJARAT NARMADA NIT-WELL LIMITED,33,1,GUJARAT NARMADA NIT-WELL LIMITED    AHMEDABAD ,IND
2177,CU1G00349,GANSHYAM TUBEWELL,33,1,GANSHYAM TUBEWELL    AHMEDABAD ,IND
2178,CU1G00350,G.E.APAR LIGHTING PVT.LIMITED,33,1,G.E.APAR LIGHTING PVT.LIMITED    AHMEDABAD ,IND
2179,CU1G00351,SHREE GANESH BOREWELL DHUDASIA,33,1,SHREE GANESH BOREWELL DHUDASIA    AHMEDABAD ,IND
2180,CU1E00305,ELGI TYRE & TREAD LIMITED,31,1,ELGI TYRE & TREAD LIMITED    MUMBAI ,IND
2181,CU1G00912,GEE DRILLERS,45,1,GEE DRILLERS  NEHRU STREET ARIYUR PONDIOCHERRY ,IND
2182,CU1G00914,G D OVERSEAS,11,1,G D OVERSEAS  TARAORI  KARNAL(DT) HARYANA,IND
2183,CU1G00141,GUPTA SPUN TEX,11,1,GUPTA SPUN TEX  SHIV NAGAR KRISHAN PURA PANIPAT ,IND
2184,CU1G00143,GUTSY ENGINEERING PRIVATE LIMITED,11,1,"GUTSY ENGINEERING PRIVATE LIMITED  VILLAGE - SAIDPURA, BARWALA RD DERABASSI, PATIALA DIST PATIALA ",IND
2185,CU1G00144,GATTU KRISHNAIAH,42,1,GATTU KRISHNAIAH  S/O RAMACHANDRIAH R/O CHANDUR NALGONDA ,IND
2186,CU1G00145,GEO ENGINEERING INDUSTRIES,41,1,"GEO ENGINEERING INDUSTRIES  3 ARUMUGAM STREET NEAR LIC,  MOUNT ROAD CHENNAI ",IND
2187,CU1G00147,G K STEELS COIMBATORE LIMITED,51,1,G K STEELS COIMBATORE LIMITED  METTUPALAYAM ROAD K VADAMADURAI COIMBATORE ,IND
2188,CU1F00090,FIEM INDUSTRIES LIMITED,11,1,FIEM INDUSTRIES LIMITED  32 MILESTONE KUNDLI SONIPAT HARYANA,IND
2189,CU1G00057,GKD TEXTILES,51,1,GKD TEXTILES  OTHAKKALMANDAPAM  COIMBATORE ,IND
2190,CU1G00058,G K KINGSWAY MOTORS PRIVATE LIMITED,11,1,G K KINGSWAY MOTORS PRIVATE LIMITED  RADHA KUNJ 84/83 KALPI ROAD KANPUR ,IND
2191,CU1G00059,GK STEEL ALLIED INDUSTRIES LIMITED,51,1,GK STEEL ALLIED INDUSTRIES LIMITED  METTUPALAYAM ROAD K.VADAMADURAI COIMBATORE ,IND
2192,CU1E00299,EQBAL AHMED AND COMPANY,21,1,EQBAL AHMED AND COMPANY    CALCUTTA ,IND
2193,CU1E00301,ELECON ENGINEERING COMPANY LTD,33,1,"ELECON ENGINEERING COMPANY LTD  POST BOX NO:16,ANAND SOJITRA ROAD VALLABH VIDYANAGAR ",IND
2194,CU1E00302,ESBI VULKAN PRIVATE LIMITED,33,1,ESBI VULKAN PRIVATE LIMITED    AHMEDABAD ,IND
2195,CU1E00303,ECHJAY INDUSTRIES LIMITED,33,1,ECHJAY INDUSTRIES LIMITED    AHMEDABAD ,IND
2196,CU1H00001,HILLMAN ENGINEERING COMPANY,43,6,"HILLMAN ENGINEERING COMPANY   GROUND FLOOR NO 84 R V ROAD, BASAVANAGUDI BANGALORE-560004 KA",IND
2197,CU1H00003,HYDROTECH ENGINEERING COMPANY,34,6,HYDROTECH ENGINEERING COMPANY  101  MANAS BHAVAN 11 R.N.T.MARG INDORE ,IND
2198,CU1H00004,HINDUSTAN AERONAUTICS LIMITED,43,2,"HINDUSTAN AERONAUTICS LIMITED ENGINE & TEST BED RESEARCH & DESIGN CENTRE, P B NO:9310 OLD MADRAS ROAD,CV RAMAN NAGAR BANGALORE ",IND
2199,CU1H00005,HINDUSTAN COPPER LIMITED,34,2,HINDUSTAN COPPER LIMITED  MALANJKHAND COPPER PROJECT PO:MALANJKHAND BALAGHAT ,IND
2200,CU1G00481,GRACE TOYOTA,34,1,"GRACE TOYOTA  NATIONAL HIGHWAY NO:7 KAMPTEE ROAD,OPP:AAKASHWANI NAGPUR ",IND
2201,CU1H00058,HIDUSTAN ZINC LIMITED,12,2,HIDUSTAN ZINC LIMITED  RAMPURA AGUCHA MINES P O AGUCHA BHILWARA ,IND
2202,CU1H00059,HIDUSTAN ZINC LIMITED,12,2,HIDUSTAN ZINC LIMITED  RAJPURA DARIBA MINES P.O.DARIBA RAJSAMAND ,IND
2203,CU1H00060,HIGH ENERGY MATERIALS RESEARCH LABO,32,2,HIGH ENERGY MATERIALS RESEARCH LABO RATORY ARMAMENT POST SUTARWADI PUNE ,IND
2204,CU1H00061,HIGHLAND HOUSE PRIVATE LIMITED,12,1,HIGHLAND HOUSE PRIVATE LIMITED  MANDAWA  JHUNJUNU RAJASTHAN,IND
2205,CU1E00294,ELECTRO METALS LIMITED,21,1,ELECTRO METALS LIMITED    CALCUTTA ,IND
2206,CU1E00295,ELECTRONIC CORPORATION OF INDIA,21,1,ELECTRONIC CORPORATION OF INDIA LIMITED   CALCUTTA ,IND
2207,CU1E00296,EDGEWORTH PRISM INTERNATIONAL LIMIT,21,1,EDGEWORTH PRISM INTERNATIONAL LIMIT ED   CALCUTTA ,IND
2208,CU1E00297,EXACT LEATHER AND ACCESSORIES,21,1,EXACT LEATHER AND ACCESSORIES    CALCUTTA ,IND
2209,CU1G00725,GURU MEHAR CONSTRUCTION,11,1,"GURU MEHAR CONSTRUCTION A/C SREI INTERNATIONAL FINANCE 204,AVALON SERVICE APARMENTS MANGLA PURI MEHRAVLI,GURGAON ROAD NEW DELHI",IND
2210,CU1H00215,HERITAGE PACKAGING LIMITED,33,1,HERITAGE PACKAGING LIMITED    MEHSANA ,IND
2211,CU1H00216,HARI OM MOTORS,33,1,HARI OM MOTORS    SURAT ,IND
2212,CU1H00217,HARI KRISHNA BOREWELL,33,1,HARI KRISHNA BOREWELL    BHAVNAGAR ,IND
2213,CU1H00218,HR BEARINGS CORPORATION,14,1,"HR BEARINGS CORPORATION  82, NAGDEVI CROSS LANE 3 RD FLOOR MUMBAI ",IND
2214,CU1H00219,HIGHCO ENGINEERS PVT LTD,21,1,"HIGHCO ENGINEERS PVT LTD  B-23,IST PHASE INDUSTRIAL AREA ADITYAPUR JAMSHEDPUR",IND
2215,CU1H00222,HANS SYRINGES PRIVATE LIMITED,51,1,HANS SYRINGES PRIVATE LIMITED  18/802 ENGLISH CHURCH ROAD  PALAKKAD ,IND
2216,CU1H00372,HURRY NOTH & COMPANY PVT LTD,31,1,"HURRY NOTH & COMPANY PVT LTD  PLOT NO:C-5, ROAD NO:3-L WAGLE INDUSTRIAL ESTATE THANE ",IND
2217,CU1G00513,GAURIKRUPA BOREWELLS,33,1,GAURIKRUPA BOREWELLS  C/O A K BATTERY AHMEDABAD HIGHWAY PALNPUR ,IND
2218,CU1G00514,GANESAN  S,54,1,GANESAN  S  S/O P S SELLAPPAN 278/26Q VELUR ROAD TRICHENGODE ,IND
2219,CU1G00516,GOLDEN HORSE BOREWELL SERVICE,45,1,GOLDEN HORSE BOREWELL SERVICE  49 POINTEARE STREET NELLITHOPE PONDICHERRY ,IND
2220,CU1G00517,GANPATI PACKAGING,12,1,"GANPATI PACKAGING  J 1042 A & A1,RIICO INDL. AREA PHASE III, BHIWADI ALWAR RAJASTHAN",IND
2221,CU1G00519,GEOLOGISTICS EXPO SERVICES GMBH,641,3,"GEOLOGISTICS EXPO SERVICES GMBH  EUROPAALLEE,BUROHAUS NR 7 D 30521,HANNOVER GERMANY ",IND
2222,CU1G00520,GRASIM INDUSTRIES LIMITED,52,1,GRASIM INDUSTRIES LIMITED  (CEMENT DIVISION - SOUTH) REDDIPALAYAM VILLAGE ARIYALUR ,IND
